"accession_id"	"lineage"	"cross_references"	"collection_date"	"country"	"center_name"	"host"	"TAXON"	"coverage"	"phylogeny"
"MW714588"	"B.1.429"	""	"20210200"	"USA"	""	"Homo sapiens"	"2697049"	"99.97324"	""
"MZ398926"	"B.1.1.7"	""	"20210428"	"USA"	"FLDOH"	"Homo sapiens"	"2697049"	"97.80197"	""
"MZ195949"	"B.1.1.7"	""	"20210425"	"USA"	""	"Homo sapiens"	"2697049"	"99.96319"	""
"OK329299"	"B.1.617.2"	""	"20210917"	"USA"	""	"Homo sapiens"	"2697049"	"99.319"	""
"OV026536"	"AY.4"	""	"20211031"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.575096"	""
"OK128697"	"AY.47"	""	"20210711"	"USA"	""	"Homo sapiens"	"2697049"	"99.4894"	""
"OK547211"	"B.1.558"	""	"20201126"	"Mexico"	"The Scripps Research Institute"	"Homo sapiens"	"2697049"	"99.54051"	""
"MW994573"	"B.1.1.519"	""	"20210314"	"USA"	""	"Homo sapiens"	"2697049"	"99.36108"	""
"MW777666"	"B.1.396"	""	"20210215"	"USA"	""	"Homo sapiens"	"2697049"	"99.98997"	""
"MT434788"	"B.1.319"	""	"20200309"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW851712"	"B.1.427"	""	"20210308"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW873970"	"B.1.2"	""	"20210322"	"USA"	"MDH"	"Homo sapiens"	"2697049"	"100.0"	""
"LC581364"	"A"	""	"20200300"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OK095470"	"AY.113"	""	"20210824"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW783588"	"B.1.1.7"	""	"20210223"	"USA"	""	"Homo sapiens"	"2697049"	"96.5818"	""
"MZ835925"	"B.1.617.2"	""	"20210727"	"USA"	""	"Homo sapiens"	"2697049"	"99.989845"	""
"MZ578635"	"B.1.526"	""	"20210305"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ564637"	"B.1.1.7"	""	"20210629"	"USA"	""	"Homo sapiens"	"2697049"	"98.43257"	""
"MZ845806"	"B.1.617.2"	""	"20210802"	"USA"	""	"Homo sapiens"	"2697049"	"99.46974"	""
"LR860777"	"B.1"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"90.32873"	""
"OK058948"	"AY.44"	""	"20210825"	"USA"	""	"Homo sapiens"	"2697049"	"99.067116"	""
"LR821875"	"B.1.1"	""	"20200517"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"99.44153"	""
"OB994879"	"B.1.177"	""	"20201104"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.59536"	""
"MZ878852"	"AY.3"	""	"20210729"	"USA"	""	"Homo sapiens"	"2697049"	"98.979866"	""
"OK194474"	"B.1.1.7"	""	"20210324"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW935481"	"B.1.234"	""	"20200915"	"USA"	"Texas Department of State Health Services-SARS-CoV-2 submission group"	"Homo sapiens"	"2697049"	"99.24982"	""
"MZ864919"	"AY.44"	""	"20210716"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW719798"	"B.1.429"	""	"20210222"	"USA"	""	"Homo sapiens"	"2697049"	"99.07998"	""
"OL329714"	"AY.44"	""	"20211016"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OU907075"	"AY.4"	""	"20211015"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.05654"	""
"OV164182"	"AY.4"	""	"20211115"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.52459"	""
"OU919266"	"AY.4.2"	""	"20211017"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.57845"	""
"LR860840"	"B.1.1"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.170654"	""
"LR991302"	""	""	"20200419"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"6.0702744"	""
"LR898520"	"B.1.221"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.5686"	""
"LR991200"	""	""	"20200503"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"0.66293335"	""
"LR883491"	"B.1"	""	"20200406"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.983215"	""
"LR883387"	"B.1.1.282"	""	"20200418"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"100.0"	""
"LR883187"	"B.1.8"	""	"20200317"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.98657"	""
"OU062172"	"B.1.1.7"	""	"20210313"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.5951"	""
"OU847889"	"AY.4"	""	"20210930"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.591835"	""
"OU561973"	"AY.4"	""	"20210807"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"OU660170"	"AY.4"	""	"20210902"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"MW763686"	"B.1"	""	"20210228"	"USA"	""	"Homo sapiens"	"2697049"	"99.012825"	""
"OK283724"	"AY.44"	""	"20210914"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"99.926346"	""
"MZ858580"	"AY.47"	""	"20210729"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ994284"	"AY.20"	""	"20210726"	"USA"	""	"Homo sapiens"	"2697049"	"94.890785"	""
"LR883587"	"B.1.1"	""	"20200406"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"100.0"	""
"LR883483"	"B.1.22"	""	"20200522"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"100.0"	""
"HG999187"	"B.1.1.7"	""	"20201225"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"96.62026"	""
"HG996897"	"B.1.549"	""	"20201120"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"83.00171"	""
"MZ567300"	"B.1.1.7"	""	"20210707"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ412484"	"B.1.1.7"	""	"20210613"	"USA"	"Minnesota Department of Health"	"Homo sapiens"	"2697049"	"99.065956"	""
"MZ158779"	"B.1.1.7"	""	"20210330"	"USA"	""	"Homo sapiens"	"2697049"	"99.98661"	""
"LR883353"	"B.1.22"	""	"20200522"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"93.38462"	""
"MZ783096"	"AY.44"	""	"20210803"	"USA"	"Minnesota Department of Health"	"Homo sapiens"	"2697049"	"99.85555"	""
"OU757408"	"AY.98"	""	"20210916"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"OU756802"	"AY.4"	""	"20210919"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.59508"	""
"MZ742191"	"AY.13"	""	"20210715"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"99.976524"	""
"OU506617"	"AY.6"	""	"20210725"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"LR881773"	"B.1.160"	""	""	"France"	"URMITE"	"homo sapiens"	"2697049"	"99.996635"	""
"MZ206785"	"B.1.2"	""	"20210118"	"USA"	"CZ Biohub, UCSF"	"Homo sapiens"	"2697049"	"100.0"	""
"LR881576"	"B.1"	""	""	"France"	"URMITE"	"homo sapiens"	"2697049"	"99.99326"	""
"LR882472"	"B.1.160"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.759224"	""
"LR883978"	"B.1"	""	"20200321"	"Spain"	"HOSPITAL UNIVERSITARY 12 DE OCTUBRE"	"Homo sapiens"	"2697049"	"100.0"	""
"LR881871"	"B.1.221"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.759224"	""
"OK219198"	"B.1.1.7"	""	"20210417"	"USA"	""	"Homo sapiens"	"2697049"	"96.47075"	""
"MZ905827"	"B.1"	""	"20200408"	"USA"	"The Translational Genomics Research Institute COVID submission group"	"Homo sapiens"	"2697049"	"100.0"	""
"OK286036"	"AY.26"	""	"20210915"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"99.99665"	""
"OV087208"	"AY.4"	""	"20211105"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.58849"	""
"OV185608"	"AY.4"	""	"20211120"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.57176"	""
"LR878011"	"B.1.9"	""	"20200330"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"100.0"	""
"LR898799"	"B.1.416.1"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.77594"	""
"MZ293594"	"B.1.1.7"	""	"20210513"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"90.3004"	""
"HG999163"	"B.1.1.7"	""	"20201202"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"99.59175"	""
"MZ958270"	"AY.100"	""	"20210816"	"USA"	"Minnesota Department of Health"	"Homo sapiens"	"2697049"	"98.347275"	""
"HG998950"	"B.1.1.7"	""	"20210104"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"97.61076"	""
"HG996816"	"B.1.1.7"	""	"20201231"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"89.16477"	""
"OK220927 OL309701"	"AY.25"	""	"20210817"	"USA"	""	"Homo sapiens"	"2697049"	"98.20231"	""
"MW779636"	"B.1.2"	""	"20210301"	"USA"	""	"Homo sapiens"	"2697049"	"90.13226"	""
"MW286674"	"B.1"	""	"20200312"	"USA"	""	"Homo sapiens"	"2697049"	"99.158905"	""
"MZ878102"	"AY.44"	""	"20210810"	"USA"	""	"Homo sapiens"	"2697049"	"99.32913"	""
"MW993255"	"B.1.1.7"	""	"20210324"	"USA"	""	"Homo sapiens"	"2697049"	"99.91961"	""
"MZ349714"	"P.1"	""	"20210425"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW493817"	"B.1"	""	"20200315"	"USA"	""	"Homo sapiens"	"2697049"	"99.99666"	""
"MZ839175"	"AY.3"	""	"20210813"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"98.17159"	""
"MZ831113"	"AY.4.2.1"	""	"20210810"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"87.79572"	""
"MW905589"	"Q.3"	""	"20210322"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"LR963278"	"B.1"	""	"20200327"	"Switzerland"	"Institute for Infectious Diseases, Bern, Switzerland"	"Homo sapiens"	"2697049"	"100.0"	""
"LR963442"	"B.1.1.111"	""	"20200501"	"Zimbabwe"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"99.58147"	""
"LR963177"	"B.1.1"	""	"20200509"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"99.785934"	""
"LR883603"	"B.1.190"	""	"20200319"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"100.0"	""
"MW975609"	"B.1.526"	""	"20210228"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OL576590"	"AY.46.4"	""	"20211031"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"99.312614"	""
"OU957940"	"AY.43"	""	"20211003"	"Slovakia"	"Laboratory of Genomics and Bioinformatics, Comenius University Science Park"	"Homo sapiens"	"2697049"	"99.26397"	""
"OU902322"	"AY.43"	""	"20210930"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"99.95311"	""
"OU855544"	"AY.4.2.1"	""	"20211004"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"91.66946"	""
"OU954541"	"AY.4"	""	"20211022"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.574196"	""
"OD907986"	"B.1.177.57"	""	"20201118"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.59536"	""
"MZ694283"	"B.1.1.7"	""	"20210713"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"97.851746"	""
"MZ282545"	"B.1.1.7"	""	"20210501"	"USA"	""	"Homo sapiens"	"2697049"	"99.98327"	""
"HG997176"	"B.1.177.7"	""	"20201226"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"89.18503"	""
"MZ213020"	"B.1.429"	""	"20210412"	"USA"	""	"Homo sapiens"	"2697049"	"99.558174"	""
"HG999259"	"B.1.177.17"	""	"20201201"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"99.59536"	""
"LR962970"	"B.1.160.15"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.76926"	""
"LR794662"	"B.1"	""	""	""	"URMITE"	""	"2697049"	"100.0"	""
"HG997159"	"B.1.1.7"	""	"20201224"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"99.58506"	""
"LR991563"	""	""	"20200520"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"42.44708"	""
"HG999985"	"B.1.177.7"	""	""	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"99.59536"	""
"LR991469"	""	""	"20200611"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"37.257214"	""
"HG998999"	"B.1.177"	""	"20201216"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"94.953316"	""
"HG998398"	"B.1.258"	""	"20201130"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"99.57855"	""
"MZ783376"	"AY.62"	""	"20210708"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"HG999090"	"B.1.177"	""	"20201217"	"United Kingdom"	"Modernising Medical Microbiology"	"Homo sapiens"	"2697049"	"97.61228"	""
"MZ145321"	"B.1.1.7"	""	"20210220"	"Iraq"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ022683"	"B.1.526"	""	"20210331"	"USA"	""	"Homo sapiens"	"2697049"	"99.97993"	""
"OD902425"	"B.1.177.87"	""	"20201119"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.59201"	""
"OU399795"	"AY.4"	""	"20210628"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.591835"	""
"OK079397"	"AY.116.1"	""	"20210805"	"USA"	""	"Homo sapiens"	"2697049"	"99.134254"	""
"MZ754908"	"AY.16"	""	"20210726"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"98.99044"	""
"OU885018"	"AY.4"	""	"20211011"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.220474"	""
"OV226738"	"AY.4"	""	"20211122"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.57511"	""
"OU066971"	"B.1.1.7"	""	"20210311"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"95.48588"	""
"OU865500"	"AY.4"	""	"20211002"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.81231"	""
"OU964500"	"AY.122"	""	"20211007"	"Germany"	"Robert Koch Institute"	"Homo sapiens"	"2697049"	"99.00903"	""
"OL820844"	"AY.103"	""	"20211202"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"91.29294"	""
"OU558393"	"AY.4"	""	"20210812"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"95.57712"	""
"LR882438"	"B.1.177"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"99.22416"	""
"LR883933"	"B.1"	""	"20200414"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.875755"	""
"LR882833"	"B.1.367"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"97.30128"	""
"LR794646"	"B.1"	""	""	""	"URMITE"	""	"2697049"	"100.0"	""
"LR794542"	"B.1"	""	""	""	"URMITE"	""	"2697049"	"100.0"	""
"LR884031"	"B.1"	""	"20200411"	"Spain"	"HOSPITAL UNIVERSITARY 12 DE OCTUBRE"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ226307"	"B.1.1.7"	""	"20210430"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ928778"	"AY.25"	""	"20210814"	"USA"	""	"Homo sapiens"	"2697049"	"99.47331"	""
"LR883440"	"B.1.78"	""	"20200324"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"100.0"	""
"LR883941"	"B.1.78"	""	"20200420"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"98.715256"	""
"LR881846"	""	""	""	"France"	"URMITE"	"homo sapiens"	"2697049"	"NaN"	""
"LR991282"	""	""	"20200416"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"44.38698"	""
"LR963274"	"B"	""	"20200317"	"Switzerland"	"Institute for Infectious Diseases, Bern, Switzerland"	"Homo sapiens"	"2697049"	"99.96978"	""
"MZ232356"	"Q.3"	""	"20210322"	"USA"	""	"Homo sapiens"	"2697049"	"99.92209"	""
"MZ296677"	"B.1.1.7"	""	"20210419"	"USA"	""	"Homo sapiens"	"2697049"	"98.507164"	""
"MZ152920"	"B.1.1.7"	""	"20210428"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ244816"	"B.1.1.7"	""	"20210509"	"USA"	""	"Homo sapiens"	"2697049"	"99.96985"	""
"MZ386503"	"B.1.1.7"	""	"20210601"	"USA"	""	"Homo sapiens"	"2697049"	"99.96315"	""
"OL516194"	"AY.117"	""	"20210908"	"USA"	"Seattle Flu Study submission group"	"Homo sapiens"	"2697049"	"96.52808"	""
"OU700706"	"AY.4"	""	"20210904"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"OL727781"	"AY.43"	""	"20211116"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ002622"	"B.1.526"	""	"20210330"	"USA"	""	"Homo sapiens"	"2697049"	"93.67796"	""
"OL443561"	"AY.44"	""	"20211101"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"99.78555"	""
"OU741627"	"AY.5"	""	"20210914"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"95.65072"	""
"MZ366708"	"B.1.2"	""	"20210122"	"USA"	"Utah Public Health Laboratory"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ983330"	"AY.25"	""	"20210823"	"USA"	"Broad Institute Genomic Center for Infectious Diseases"	"Homo sapiens"	"2697049"	"97.56587"	""
"MZ640390"	"B.1.526"	""	"20210409"	"USA"	""	"Homo sapiens"	"2697049"	"97.03063"	""
"MZ243380"	"B.1.1.7"	""	"20210429"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ211411"	"B.1.1.7"	""	"20210409"	"USA"	""	"Homo sapiens"	"2697049"	"98.449066"	""
"MW749594"	"B.1.234"	""	"20210225"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ373545"	"B.1.2"	""	"20200819"	"USA"	""	"Homo sapiens"	"2697049"	"99.98996"	""
"MZ166876"	"B.1.427"	""	"20210407"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"LR794674"	""	""	""	""	"URMITE"	""	"2697049"	"NaN"	""
"LR794576"	""	""	""	""	"URMITE"	""	"2697049"	"NaN"	""
"LR794472"	""	""	""	""	"URMITE"	""	"2697049"	"NaN"	""
"MZ754623"	"AY.120.1"	""	"20210718"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"99.177055"	""
"FR995343"	"B.1.1.270"	""	"20200404"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.34165"	""
"LC623942"	"B.1.1.214"	""	"20201000"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""
"FR991743"	"B.1.1.7"	""	"20210206"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"99.100945"	""
"FR992234"	"B.1.1.7"	""	"20210222"	"Switzerland"	"Swiss Pathogen Surveillance Platform (SPSP)"	"Homo sapiens"	"2697049"	"100.0"	""
"MZ451475"	"B.1.2"	""	"20210208"	"USA"	""	"Homo sapiens"	"2697049"	"99.996635"	""
"MW273798"	"B.1"	""	"20200328"	"Poland"	""	"Homo sapiens"	"2697049"	"99.99664"	""
"MZ009119"	"B.1.1.7"	""	"20210405"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"LC547519"	"B.1"	""	"20200310"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""
"LC636492"	"B.1.1.7"	""	"20210500"	"Japan"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW689829"	"B.1.1.7"	""	"20210203"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"LR814030"	"B.1"	""	"20200517"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"99.59536"	""
"MW640296"	"B.1.429"	""	"20210122"	"USA"	""	"Homo sapiens"	"2697049"	"96.594086"	""
"MZ473444"	"B.1.580"	""	"20210126"	"USA"	""	"Homo sapiens"	"2697049"	"99.97314"	""
"MZ954747"	"AY.110"	""	"20210811"	"USA"	""	"Homo sapiens"	"2697049"	"98.95942"	""
"MZ278826"	"B.1.1.7"	""	"20210504"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW593915"	"B.4.4"	""	"20200407"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OU096874"	"P.1.1"	""	""	"Germany"	"Robert Koch Institute"	"Homo sapiens"	"2697049"	"97.14333"	""
"OK015134"	"AY.67"	""	"20210801"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OK336368"	"AY.39"	""	"20210827"	"USA"	""	"Homo sapiens"	"2697049"	"99.91271"	""
"MZ401693"	"B.1.526"	""	"20210524"	"USA"	""	"Homo sapiens"	"2697049"	"98.128334"	""
"OV239091"	"AY.113"	""	"20211122"	"Germany"	"Robert Koch Institute"	"Homo sapiens"	"2697049"	"98.36413"	""
"OV038097"	"AY.4"	""	"20211007"	"Slovakia"	"Laboratory of Genomics and Bioinformatics, Comenius University Science Park"	"Homo sapiens"	"2697049"	"99.82603"	""
"MW858585"	"B.1.427"	""	"20210317"	"USA"	""	"Homo sapiens"	"2697049"	"99.33948"	""
"OU025239"	"B.1.1.7"	""	"20210222"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.59175"	""
"MZ522532"	"B.1.1.7"	""	"20210614"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"97.45373"	""
"MZ211586"	"B.1.526"	""	"20210410"	"USA"	""	"Homo sapiens"	"2697049"	"99.9933"	""
"MZ437138"	"B.1.400"	""	"20210118"	"USA"	""	"Homo sapiens"	"2697049"	"96.590454"	""
"OU598089"	"AY.4"	""	"20210817"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.82569"	""
"OU086839"	"B.1.1.7"	""	""	"Germany"	"Robert Koch Institute"	"Homo sapiens"	"2697049"	"99.86949"	""
"MZ797878"	"B.1.617.2"	""	"20210724"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"99.9597"	""
"OL875485"	""	""	"20211206"	"USA"	"CDC-OAMD"	"Homo sapiens"	"2697049"	"99.989944"	""
"OV006144"	"AY.4"	""	"20211014"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"98.819"	""
"MZ879783"	"AY.67"	""	"20210802"	"USA"	""	"Homo sapiens"	"2697049"	"99.44271"	""
"MZ875793"	"AY.75"	""	"20210802"	"USA"	""	"Homo sapiens"	"2697049"	"99.28156"	""
"MZ195485"	"B.1.1.7"	""	"20210425"	"USA"	""	"Homo sapiens"	"2697049"	"99.758865"	""
"MZ203022"	"B.1.429"	""	"20210312"	"USA"	"CZ Biohub, UCSF"	"Homo sapiens"	"2697049"	"99.72163"	""
"MW672679"	"B.1.427"	""	"20210203"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ372480"	""	""	"20210525"	"USA"	""	"Homo sapiens"	"2697049"	"99.966125"	""
"MZ213198"	"B.1.1.7"	""	"20210412"	"USA"	""	"Homo sapiens"	"2697049"	"99.97657"	""
"OU493478"	"AY.5"	""	"20210728"	"United Kingdom"	"COVID-19 Genomics UK Consortium"	"Homo sapiens"	"2697049"	"99.595184"	""
"MZ036430"	"B.1.526"	""	"20210407"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"OL325018"	"B.1.617.2"	""	"20211007"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MZ245040"	"B.1.617.2"	""	"20210511"	"USA"	""	"Homo sapiens"	"2697049"	"98.399895"	""
"MZ151591"	"B.1.232"	""	"20210302"	"USA"	""	"Homo sapiens"	"2697049"	"100.0"	""
"MW040669"	"A"	""	"20200409"	"USA"	""	"Homo sapiens"	"2697049"	"99.724945"	""
"LR883565"	"B.1"	""	"20200507"	"Netherlands"	"ERASMUS MC, UNIVERISTY MEDICAL CENTER"	"Homo sapiens"	"2697049"	"99.781715"	""
"LR882469"	"B.1.177.23"	""	"20200000"	"Switzerland"	"ETH ZURICH D-BSSE"	"Homo sapiens"	"2697049"	"98.69244"	""
"LR883968"	"B.1"	""	"20200312"	"Spain"	"HOSPITAL UNIVERSITARY 12 DE OCTUBRE"	"Homo sapiens"	"2697049"	"100.0"	""
"LR821866"	"B.1.1"	""	"20200507"	"United Kingdom"	"Quadram Institute Bioscience"	"Homo sapiens"	"2697049"	"98.39141"	""
